"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"12472","1cb61ea4c7abaf9870ef0ab6ed9ab64cfb6a1cbf5a84f49e2e04f73092416ff9","2013-12","South Wales Police","South Wales Police",-3.130287,51.524955,"On or near Kipling Close","W01001808","Cardiff 007C","Criminal damage and arson","Under investigation",NA
"12473","a1dfa3173e91d1d0500753948177620689d8baf33cc0e6d6865a70c786bce043","2013-12","South Wales Police","South Wales Police",-3.130287,51.524955,"On or near Kipling Close","W01001808","Cardiff 007C","Criminal damage and arson","No further action at this time",NA
"12474","7db03dd337f9fd8f26a78681da5c5665028692a91667ed652fd1b77c9e39d6c7","2013-12","South Wales Police","South Wales Police",-3.125396,51.527672,"On or near Hazlitt Close","W01001808","Cardiff 007C","Criminal damage and arson","Under investigation",NA
"12485","ce0d4fa670328109884f76923ae0c5906667e1c10a72107b23bda63d47d33c6d","2013-12","South Wales Police","South Wales Police",-3.113133,51.523734,"On or near Chapel Row","W01001840","Cardiff 007D","Criminal damage and arson","No further action at this time",NA
"12486","0d17a5aa55185b2466dff200b3bdcd36e2a476f6d1562a852f7ed05ec8a4e38a","2013-12","South Wales Police","South Wales Police",-3.106701,51.528956,"On or near Parkstone Avenue","W01001840","Cardiff 007D","Criminal damage and arson","No further action at this time",NA
"12487","4779d2c2a0707e7ea3393c65c06336eb607243e11b3fb34223d2a6c9c8258141","2013-12","South Wales Police","South Wales Police",-3.108673,51.528848,"On or near Allen Close","W01001840","Cardiff 007D","Criminal damage and arson","No further action at this time",NA
"12504","56bc5c9d1a1967aa2dda0ac9d48c5186b888a586169c2b5aa7ad6db0c194e68e","2013-12","South Wales Police","South Wales Police",-3.156172,51.53106,"On or near Pentwyn Road","W01001815","Cardiff 008D","Criminal damage and arson","No further action at this time",NA
"12511","ccff9588e9fe0bf13bab631215d8cb07453facdb204da6f9e5b364e70bcc8d72","2013-12","South Wales Police","South Wales Police",-3.133284,51.52721,"On or near A48","W01001811","Cardiff 009A","Criminal damage and arson","No further action at this time",NA
"12533","eddce89f5404c8427b523e08a6a8708fb4c39408910fec719b22b0791e8eabd3","2013-12","South Wales Police","South Wales Police",-3.143581,51.524511,"On or near Bryn Haidd","W01001816","Cardiff 009B","Criminal damage and arson","No further action at this time",NA
"12534","d6a53e655f74a3651d70f2163b978810bd2d53a9af5d641db9e02905ba5bee3c","2013-12","South Wales Police","South Wales Police",-3.139345,51.527484,"On or near Wyncliffe Gardens","W01001816","Cardiff 009B","Criminal damage and arson","Under investigation",NA
"12535","123769a061cecd50f6efd35145c1d617315feb960eb4f2b86234ff32951ab3c0","2013-12","South Wales Police","South Wales Police",-3.139345,51.527484,"On or near Wyncliffe Gardens","W01001816","Cardiff 009B","Criminal damage and arson","Under investigation",NA
"12546","61f1ffe206e65a3ff85cbb36af3bf4e83b5235be9f3551caead32f625dffeb7c","2013-12","South Wales Police","South Wales Police",-3.144635,51.527459,"On or near Pedestrian Subway","W01001817","Cardiff 009C","Criminal damage and arson","No further action at this time",NA
"12564","a5df24e945c870cfa15248e6a5b1fc31a1d28cd9c79d3ad6519c9b5c0758b2fe","2013-12","South Wales Police","South Wales Police",-3.234251,51.50969,"On or near Clos Ystum Taf","W01001888","Cardiff 010A","Criminal damage and arson","No further action at this time",NA
"12565","aaf4487bc5aa7fa14d77ccec4d0a94fc5a0d6675e50b96ca85ef4a9859e5bbc2","2013-12","South Wales Police","South Wales Police",-3.242984,51.518167,"On or near Sports/Recreation Area","W01001888","Cardiff 010A","Criminal damage and arson","Under investigation",NA
"12576","ae305bf8eb0b5b0b655318bf6d4dc2e0bd999d799a3dfd8931ce5b5ce39aaa36","2013-12","South Wales Police","South Wales Police",-3.23412,51.522955,"On or near Coryton Rise","W01001894","Cardiff 010C","Criminal damage and arson","No further action at this time",NA
"12577","142b0722d5b5d799dcdec3cdfdebbe482d1e9b4acbea3a3c6f271d12cb3b0c3a","2013-12","South Wales Police","South Wales Police",-3.23412,51.522955,"On or near Coryton Rise","W01001894","Cardiff 010C","Criminal damage and arson","No further action at this time",NA
"12605","1cb8c73db0e9da986dfb4fad49c6d412675d289e68560741ffbb7140999a9591","2013-12","South Wales Police","South Wales Police",-3.090452,51.526438,"On or near Swanage Close","W01001877","Cardiff 011A","Criminal damage and arson","Offender fined",NA
"12606","a7e185dd1d8d0fdd857e76faa12e8ae41e691db782acce25bc9f419bf611a2fd","2013-12","South Wales Police","South Wales Police",-3.091186,51.527006,"On or near Caradoc Close","W01001877","Cardiff 011A","Criminal damage and arson","Under investigation",NA
"12607","9b9fd5e5c21ab6b0a67cb3abcb8f7b616e89a7f0895d837b2fe6778f3e6f55cf","2013-12","South Wales Police","South Wales Police",-3.09178,51.526533,"On or near Summerhill Close","W01001877","Cardiff 011A","Criminal damage and arson","No further action at this time",NA
"12612","83f87d95bd7da9bf1358f3f5a9dde18969bb5a8f9d76ed712f2ab3994aa8843a","2013-12","South Wales Police","South Wales Police",-3.100449,51.525535,"On or near St Arvans Crescent","W01001878","Cardiff 011B","Criminal damage and arson","Under investigation",NA
"12613","58c74571891a7ef51e032a9b20e50db1bc8161dfee672f3685b7ab2e66a34703","2013-12","South Wales Police","South Wales Police",-3.096429,51.525042,"On or near Coity Close","W01001878","Cardiff 011B","Criminal damage and arson","No further action at this time",NA
"12614","38830d72af2eab2122b617c7ba6de73381466a19db52dbc0f8e277c7788684f1","2013-12","South Wales Police","South Wales Police",-3.096429,51.525042,"On or near Coity Close","W01001878","Cardiff 011B","Criminal damage and arson","No further action at this time",NA
"12623","b86d933d50dc7d120fc08c3a62b883b53f7b04c956b5e93ac22e775062284de5","2013-12","South Wales Police","South Wales Police",-3.097827,51.516613,"On or near Soarel Close","W01001882","Cardiff 011C","Criminal damage and arson","No further action at this time",NA
"12624","36dc0d7aae0f39b5df18765e0caa9cae8a605e67a32bf8d3404b233d3b21a802","2013-12","South Wales Police","South Wales Police",-3.087727,51.519764,"On or near Valarian Close","W01001882","Cardiff 011C","Criminal damage and arson","Under investigation",NA
"12629","63140a9d71c18a5bf4333f9d26bb63a06b3b836a4e5b85af824b8f412fbf91d4","2013-12","South Wales Police","South Wales Police",-3.115324,51.500748,"On or near Heol Y Rhosog","W01001885","Cardiff 011D","Criminal damage and arson","No further action at this time",NA
"12634","da799754a27243f6aade76cffe23541c3d7924f38074a90dc04abb0866fe38bb","2013-12","South Wales Police","South Wales Police",-3.196656,51.516302,"On or near Ton-Yr-Ywen Avenue","W01001773","Cardiff 012A","Criminal damage and arson","No further action at this time",NA
"12645","ef787c658723f1ad679f591d934019cd25144e33fc8ae792b7b3d177dd3bf625","2013-12","South Wales Police","South Wales Police",-3.203915,51.522109,"On or near Waun-Y-Groes Avenue","W01001848","Cardiff 012B","Criminal damage and arson","No further action at this time",NA
"12646","9808f6b1c77edf5126d57ecd2280cb8c58ca1d9be556bee42f7f8e67a95384c9","2013-12","South Wales Police","South Wales Police",-3.201904,51.522372,"On or near Caerphilly Road","W01001848","Cardiff 012B","Criminal damage and arson","No further action at this time",NA
"12658","dda0ecf77b494911d899f6f30c1c29959c2238df5faf0ea5a6ac079ceac5190d","2013-12","South Wales Police","South Wales Police",-3.210601,51.518794,"On or near Clas Ty'N-Y-Cae","W01001851","Cardiff 012D","Criminal damage and arson","Offender fined",NA
"12659","7917030e9e12773b9c913440d1da3cb9a0329e70f9c18e8304a579304d496c80","2013-12","South Wales Police","South Wales Police",-3.212407,51.522201,"On or near Lon Fach","W01001851","Cardiff 012D","Criminal damage and arson","No further action at this time",NA
"12660","8d72b02c10675005b665eec6fce838a09952a0696c89d41bb78db07da06b9387","2013-12","South Wales Police","South Wales Police",-3.212407,51.522201,"On or near Lon Fach","W01001851","Cardiff 012D","Criminal damage and arson","No further action at this time",NA
"12671","19a80d730bc4e5f09b03e14102364ac1cc1aba44beacada9323e1f562cbb0b51","2013-12","South Wales Police","South Wales Police",-3.103509,51.519752,"On or near Willowbrook Drive","W01001879","Cardiff 013A","Criminal damage and arson","No further action at this time",NA
"12672","70aebcbdae7511a7b33bd07558b45de8f7a9b8773826cc45e024ea8d1675d860","2013-12","South Wales Police","South Wales Police",-3.099058,51.521052,"On or near Caspian Close","W01001879","Cardiff 013A","Criminal damage and arson","Awaiting court outcome",NA
"12701","208a5588f7a6e9b4bc5ea040643d36c34ccb1fd69947d6d0d2dc00c5f97f7599","2013-12","South Wales Police","South Wales Police",-3.096179,51.523039,"On or near Syon Park Close","W01001880","Cardiff 013B","Criminal damage and arson","No further action at this time",NA
"12702","a71f8a9a7779a0f7b067da2f855f30c1200d336d57568bee0591a16a21b7bddc","2013-12","South Wales Police","South Wales Police",-3.09616,51.519227,"On or near Clos Gwlad-Yr-Haf","W01001880","Cardiff 013B","Criminal damage and arson","Awaiting court outcome",NA
"12728","543ef98a45825d1cc65c771d43f9eccc583bd7d394ef1219ec8daa415275d8cb","2013-12","South Wales Police","South Wales Police",-3.096568,51.518207,"On or near Clos Maes-Y-Mor","W01001884","Cardiff 013D","Criminal damage and arson","Under investigation",NA
"12729","980aab0e03b9b5724c44f525c6f2ffa8b88c901160dc48198b103bddf2b24ff0","2013-12","South Wales Police","South Wales Police",-3.096568,51.518207,"On or near Clos Maes-Y-Mor","W01001884","Cardiff 013D","Criminal damage and arson","No further action at this time",NA
"12742","6a43b49e6b3678bd1211263dbfa5a5b18de39af7ee99f78075fa4c8fd144b7e7","2013-12","South Wales Police","South Wales Police",-3.319765,51.519819,"On or near Cardiff Road","W01001727","Cardiff 014A","Criminal damage and arson","No further action at this time",NA
"12758","fe01bf2af65930a8871c7aa6f2a874a349dd9cb74fdd2172d0e23e1515b93cf4","2013-12","South Wales Police","South Wales Police",-3.264596,51.47785,"On or near Butterbur Place","W01001729","Cardiff 014C","Criminal damage and arson","No further action at this time",NA
"12772","4871cb3ce05c2fb04deb54e156ccbaf49867cc543dbb9cc85e774d5b1eb5ec90","2013-12","South Wales Police","South Wales Police",-3.125927,51.515897,"On or near Chard Avenue","W01001803","Cardiff 015A","Criminal damage and arson","No further action at this time",NA
"12773","a9a0ef581af5a526ac2c2f0ef2a9e9f8e2d0a3ee85f7aa3272a34c912c1c310b","2013-12","South Wales Police","South Wales Police",-3.124489,51.517772,"On or near Cannington Avenue","W01001803","Cardiff 015A","Criminal damage and arson","No further action at this time",NA
"12774","6767faacdc5c67e3f5da248b63ebf4eec6e92972beceb062950f7543a3780294","2013-12","South Wales Police","South Wales Police",-3.124331,51.518987,"On or near Clevedon Road","W01001803","Cardiff 015A","Criminal damage and arson","No further action at this time",NA
"12782","85acf1f85ea866ab0658f37faca5d84f53098522c3afffd7ae638e862741996c","2013-12","South Wales Police","South Wales Police",-3.125108,51.521848,"On or near Barnstaple Road","W01001804","Cardiff 015B","Criminal damage and arson","Awaiting court outcome",NA
"12783","6b740ad61d100530359c73b85f50681818c9e5dad224833af272a1ee9deb7fea","2013-12","South Wales Police","South Wales Police",-3.129549,51.52426,"On or near Laureate Close","W01001804","Cardiff 015B","Criminal damage and arson","Under investigation",NA
"12793","c7458109ba6eb2d5c0278dfc2c7676dc43f5be5269c7e98314a68b7b387f0b81","2013-12","South Wales Police","South Wales Police",-3.133514,51.519627,"On or near Ball Lane","W01001805","Cardiff 015C","Criminal damage and arson","No further action at this time",NA
"12794","b421080d4945c76f0b339d31c7c3dbe1961290536dec94813d749d31e4aa629e","2013-12","South Wales Police","South Wales Police",-3.133396,51.517201,"On or near Hartland Road","W01001805","Cardiff 015C","Criminal damage and arson","Under investigation",NA
"12803","6f9404b0e94e615632732706957c9b024dbe737bbca2db66ab6739d348d9d7ed","2013-12","South Wales Police","South Wales Police",-3.131402,51.510026,"On or near British Legion Drive","W01001806","Cardiff 015D","Criminal damage and arson","No further action at this time",NA
"12804","4f4077bba934ed2ab8d52580fca5359bb981e3668f2b636606e8cb75a10cd67c","2013-12","South Wales Police","South Wales Police",-3.13281,51.51102,"On or near Chumleigh Close","W01001806","Cardiff 015D","Criminal damage and arson","No further action at this time",NA
"12815","13c887a6292024132023bf7250be890828fa05998a534a8433a98760c197a812","2013-12","South Wales Police","South Wales Police",-3.116717,51.518224,"On or near Sports/Recreation Area","W01001866","Cardiff 016A","Criminal damage and arson","No further action at this time",NA
"12836","ae4305e3232c6849a9592e4f80e808422d43493c36e9828a932ea372e1553ca6","2013-12","South Wales Police","South Wales Police",-3.121284,51.510537,"On or near Rhyl Road","W01001867","Cardiff 016B","Criminal damage and arson","Under investigation",NA
"12864","cfdd2bc88ca7ee1b0e44fd681e8440d48ff0d5388ab786471d0a105066c2e4c7","2013-12","South Wales Police","South Wales Police",-3.114579,51.515061,"On or near Greenway Road","W01001886","Cardiff 016D","Criminal damage and arson","Under investigation",NA
"12865","5da722dab22c3f0fd059c77fabc45cb124a5280d59597db7a52fe1dde1440a6f","2013-12","South Wales Police","South Wales Police",-3.108855,51.514954,"On or near Wrexham Court","W01001886","Cardiff 016D","Criminal damage and arson","Under investigation",NA
"12872","e0d044e03a595e3c7cb3f0005465a44c799f73b6ffc660783bbcc3708b02689a","2013-12","South Wales Police","South Wales Police",-3.147768,51.517915,"On or near Pedestrian Subway","W01001810","Cardiff 017B","Criminal damage and arson","No further action at this time",NA
"12877","eb7b990c94438202574cacdd71fc46554701c756d935d2c57e00e906176b9147","2013-12","South Wales Police","South Wales Police",-3.158541,51.513061,"On or near Circle Way West","W01001812","Cardiff 017C","Criminal damage and arson","No further action at this time",NA
"12878","7308405c9399c19f5182d303847d0e33b3547527a7dc8e3135866dfe717c1777","2013-12","South Wales Police","South Wales Police",-3.15312,51.518672,"On or near Pedestrian Subway","W01001812","Cardiff 017C","Criminal damage and arson","No further action at this time",NA
"12895","eb5c99f05f3c691297aab78cf9209d01df7ff347e2eac95bb2ffb32e6820802d","2013-12","South Wales Police","South Wales Police",-3.149732,51.512905,"On or near Sports/Recreation Area","W01001813","Cardiff 017D","Criminal damage and arson","No further action at this time",NA
"12905","16193dce2535e0acc111a0183682548021e7f3632077239ef80983b8403cceb1","2013-12","South Wales Police","South Wales Police",-3.154673,51.507156,"On or near Pedestrian Subway","W01001814","Cardiff 017E","Criminal damage and arson","No further action at this time",NA
"12923","bee23e64a2d1154d16d33e593ced4693cabf6ef6681de4e997a3f212769495e0","2013-12","South Wales Police","South Wales Police",-3.18936,51.506755,"On or near Hospital","W01001770","Cardiff 018B","Criminal damage and arson","No further action at this time",NA
"12924","ba5193666303e9be6e2deadaf6f9adf8765f4a06f37a9d18c5f894f9e9dd69da","2013-12","South Wales Police","South Wales Police",-3.18568,51.505417,"On or near Parking Area","W01001770","Cardiff 018B","Criminal damage and arson","No further action at this time",NA
"12925","75639df7555890417bd1f429a4db437a3139f0dddd419e939f9e8a2a71a61d55","2013-12","South Wales Police","South Wales Police",-3.18936,51.506755,"On or near Hospital","W01001770","Cardiff 018B","Criminal damage and arson","No further action at this time",NA
"12935","b29aeb464493b0a5455150ef3a54a5df201d0a1ddcaf74d3f4dcfd272ab0a48b","2013-12","South Wales Police","South Wales Police",-3.195104,51.518674,"On or near St Asaph Close","W01001771","Cardiff 018C","Criminal damage and arson","No further action at this time",NA
"12936","45ecea7cbc9d27ab087353b543879564dafe6800589b26d9a0c7663dfac61615","2013-12","South Wales Police","South Wales Police",-3.201143,51.52086,"On or near Ffordd Ty Unnos","W01001771","Cardiff 018C","Criminal damage and arson","No further action at this time",NA
"12947","ce2911ea8301fa848e9239c870d1123241195999add451b495a08f7ebd4fa5ce","2013-12","South Wales Police","South Wales Police",-3.161776,51.510494,"On or near Sports/Recreation Area","W01001733","Cardiff 019B","Criminal damage and arson","No further action at this time",NA
"12956","e13fae8a23c4f4260bee35fd13aee7ee608b960f1cd01f4f9f90928772883e19","2013-12","South Wales Police","South Wales Police",-3.223137,51.510589,"On or near Bishop'S Road","W01001887","Cardiff 020A","Criminal damage and arson","No further action at this time",NA
"12965","e454433e6c726d7e525b3ff84b501d2cc3e97aa0a5c9493d4fa2c6e5306651f0","2013-12","South Wales Police","South Wales Police",-3.212726,51.509259,"On or near Clos Cornel","W01001889","Cardiff 020B","Criminal damage and arson","No further action at this time",NA
"12985","197b28459d0bcbafe13fef2fb4b611a2b55aa384f8fd4d1e60a90a50879488b8","2013-12","South Wales Police","South Wales Police",-3.20948,51.506945,"On or near Court Road","W01001892","Cardiff 020D","Criminal damage and arson","No further action at this time",NA
"12988","5302caaba5839033fdea2bff3a5d9c6a0c1706e044def3c2f24d93b102a6d460","2013-12","South Wales Police","South Wales Police",-3.220335,51.514152,"On or near Parking Area","W01001896","Cardiff 020E","Criminal damage and arson","No further action at this time",NA
"12994","ae2d5ad9eb64f68cfcb3cff4484b75f56edfba76510bf5dd98569f6d544ba3ed","2013-12","South Wales Police","South Wales Police",-3.213471,51.51559,"On or near Northern Avenue","W01001772","Cardiff 021A","Criminal damage and arson","No further action at this time",NA
"13004","04e2f17edfc1c99f4fba894986e1b5aa7539386717ccc3ad6b9463e7a4cbb5a3","2013-12","South Wales Police","South Wales Police",-3.201523,51.508457,"On or near Merthyr Road","W01001775","Cardiff 021B","Criminal damage and arson","No further action at this time",NA
"13020","65e2c58fa31b73c0925c72a78680aadcca1eb2e17ef3fa8b346d53211d93c338","2013-12","South Wales Police","South Wales Police",-3.128211,51.503943,"On or near Brachdy Road","W01001863","Cardiff 022A","Criminal damage and arson","No further action at this time",NA
"13030","403eadff75a144c54fc6ac840c114690ddd46a33db118aa944c785d5e7ff82f2","2013-12","South Wales Police","South Wales Police",-3.13266,51.506157,"On or near Whitehall Place","W01001864","Cardiff 022B","Criminal damage and arson","No further action at this time",NA
"13039","86632e6f2caacbdb34d2c76879283673a3fc2da000f0d98c5b090cb3ad9c521d","2013-12","South Wales Police","South Wales Police",-3.139473,51.50199,"On or near Castle Avenue","W01001865","Cardiff 022C","Criminal damage and arson","Under investigation",NA
"13047","1ce1f21c5e2e76a52c89c81c5af21a5713ab08cb199c9422d5c9855080065532","2013-12","South Wales Police","South Wales Police",-3.124999,51.51043,"On or near Ty-Fry Gardens","W01001868","Cardiff 022D","Criminal damage and arson","No further action at this time",NA
"13048","b91cb3ed20e6b40259502f951580b0939ffe18366899ad71dd2cc3c549f890d9","2013-12","South Wales Police","South Wales Police",-3.125043,51.508703,"On or near Colwyn Road","W01001868","Cardiff 022D","Criminal damage and arson","No further action at this time",NA
"13059","e9561987a4c15009047f034e42033955d3655c4f1d6bfeaba44d16f5e5ced8c5","2013-12","South Wales Police","South Wales Police",-3.213661,51.502136,"On or near Cathedral View","W01001785","Cardiff 023A","Criminal damage and arson","No further action at this time",NA
"13074","28ea9909ab8186ddc2594f0c78a9b010e60d4ec34aaed77d818efced06e493d0","2013-12","South Wales Police","South Wales Police",-3.222023,51.501834,"On or near Watson Road","W01001786","Cardiff 023B","Criminal damage and arson","Under investigation",NA
"13075","f6829713a587ed331bdd09ba326c5b3a2dae4f972eb991ef08f62bd7e0a2f70b","2013-12","South Wales Police","South Wales Police",-3.228035,51.501969,"On or near Mary Street","W01001786","Cardiff 023B","Criminal damage and arson","No further action at this time",NA
"13084","168467a09e3d7be6f782a7a27a37fa5d29ddde989b9bbc92083603315ed540d2","2013-12","South Wales Police","South Wales Police",-3.205163,51.502799,"On or near Llys Pum Cyfair","W01001787","Cardiff 023C","Criminal damage and arson","No further action at this time",NA
"13102","f8d1761f48d81ea5121a2fe37106affe5ddfefff5b79636dfec201e86ec1e6f2","2013-12","South Wales Police","South Wales Police",-3.228577,51.505533,"On or near Station Road","W01001789","Cardiff 023E","Criminal damage and arson","No further action at this time",NA
"13125","1d5f9f528362716d20ad830139a6f53d512cb6fb527e35140dfbb428552c1f77","2013-12","South Wales Police","South Wales Police",-3.168084,51.503615,"On or near Borrowdale Close","W01001827","Cardiff 024C","Criminal damage and arson","Under investigation",NA
"13151","730f68331ac16a336a6fb1e6a390dd8b3563308e3e1620dcc4674b0301f41dea","2013-12","South Wales Police","South Wales Police",-3.206081,51.498267,"On or near Supermarket","W01001756","Cardiff 025B","Criminal damage and arson","Under investigation",NA
"13152","856d80b224965c20b60c47a00f8a4e6c93614a56501e0d08c68dddbb479cf22c","2013-12","South Wales Police","South Wales Police",-3.20379,51.500988,"On or near Clos Menter","W01001756","Cardiff 025B","Criminal damage and arson","No further action at this time",NA
"13153","76fb31393a3063379f252a8eaeb2c33460946b8ca4884087b26ca2a70744c18d","2013-12","South Wales Police","South Wales Police",-3.206081,51.498267,"On or near Supermarket","W01001756","Cardiff 025B","Criminal damage and arson","Under investigation",NA
"13154","7da6a8f3ebb9b2b40c464adbafa5bdcb54bcbda7229554b1e76cc74178a226b3","2013-12","South Wales Police","South Wales Police",-3.193627,51.498556,"On or near Supermarket","W01001756","Cardiff 025B","Criminal damage and arson","No further action at this time",NA
"13252","893a0944ed428f6a6c137dbcf077e9388c14c6f59149beacb41deef637878fea","2013-12","South Wales Police","South Wales Police",-3.234924,51.495647,"On or near Chatsworth Close","W01001747","Cardiff 027A","Criminal damage and arson","No further action at this time",NA
"13263","85ad6ed2f4e149b482a6fdc7b14744150eee0ecffcc2a2c2f30d904e712aae18","2013-12","South Wales Police","South Wales Police",-3.240574,51.497377,"On or near Carter Place","W01001748","Cardiff 027B","Criminal damage and arson","No further action at this time",NA
"13264","1f646418b74113487566f4bb29b1c773a3121e1bb85fc0525f85b5886b20e199","2013-12","South Wales Police","South Wales Police",-3.240574,51.497377,"On or near Carter Place","W01001748","Cardiff 027B","Criminal damage and arson","Under investigation",NA
"13265","3671caf0bc0121974fb358a7338847098dda8cffbc9e12b7106c48362848a979","2013-12","South Wales Police","South Wales Police",-3.243947,51.494778,"On or near Ferrier Avenue","W01001748","Cardiff 027B","Criminal damage and arson","Under investigation",NA
"13277","3aa5a87b324664f95399b9ff8294ec7e785aec0cf7cc049fab7853a05031f821","2013-12","South Wales Police","South Wales Police",-3.252834,51.496869,"On or near Pentrebane Road","W01001749","Cardiff 027C","Criminal damage and arson","Offender fined",NA
"13278","5df5c514fbefb69a18bf0f2d66e95b32ba57f381e7f68246cded37efffc49f37","2013-12","South Wales Police","South Wales Police",-3.252834,51.496869,"On or near Pentrebane Road","W01001749","Cardiff 027C","Criminal damage and arson","No further action at this time",NA
"13279","ca434a3f265f43c52fbe18b8603bb28e9dbb96e454a71c1be8473892c3a47017","2013-12","South Wales Police","South Wales Police",-3.25583,51.493177,"On or near Beech Road","W01001749","Cardiff 027C","Criminal damage and arson","No further action at this time",NA
"13280","1a87a1dddc3abd2c6ae71d12d0780757f8712fd11d5abd5079a3face90c2f420","2013-12","South Wales Police","South Wales Police",-3.255196,51.496295,"On or near Elderberry Road","W01001749","Cardiff 027C","Criminal damage and arson","No further action at this time",NA
"13281","4803bd70b4097c23287d3557b11b8dd7a7cf01172db77356ce1494d643b4706e","2013-12","South Wales Police","South Wales Police",-3.255196,51.496295,"On or near Elderberry Road","W01001749","Cardiff 027C","Criminal damage and arson","Awaiting court outcome",NA
"13329","b6664ad49de39bd2ebce62210d03bead9d6cdbcf0d45e1e4ff6640ec84768f90","2013-12","South Wales Police","South Wales Police",-3.179805,51.492753,"On or near Letty Street","W01001720","Cardiff 028C","Criminal damage and arson","Awaiting court outcome",NA
"13330","15978a8b56cebd9c55a171a207eb3e01893a5894c309cb88dd6d3edfaebc36c2","2013-12","South Wales Police","South Wales Police",-3.180725,51.495998,"On or near Whitchurch Place","W01001720","Cardiff 028C","Criminal damage and arson","No further action at this time",NA
"13340","a500ab942768c5fecf7015bbc2e07fbc1a74099e2e282ef84c0f504d1751eddf","2013-12","South Wales Police","South Wales Police",-3.18298,51.494618,"On or near Darran Street","W01001722","Cardiff 028D","Criminal damage and arson","No further action at this time",NA
"13365","6c2f8c4e68e5653e50446237de796c6621c0be0c4606aca5b1af3f8498ada46d","2013-12","South Wales Police","South Wales Police",-3.162584,51.495847,"On or near Alma Road","W01001824","Cardiff 029C","Criminal damage and arson","Under investigation",NA
"13366","98152e63b0669852cc09d18200518164047ae1ba1a3b52e4220e1eb044915c3f","2013-12","South Wales Police","South Wales Police",-3.158118,51.492969,"On or near Albany Road","W01001824","Cardiff 029C","Criminal damage and arson","No further action at this time",NA
"13378","bd350eab5b24cab0e58c1ac03e7dde3cb36df7918c83dc8ae917a2c5de57d9e4","2013-12","South Wales Police","South Wales Police",-3.154581,51.492671,"On or near St Margaret'S Crescent","W01001825","Cardiff 029D","Criminal damage and arson","No further action at this time",NA
"13412","a92085e7e31e009985925342ddb5ce496996d211c90318c85324413fd5e2730a","2013-12","South Wales Police","South Wales Police",-3.168398,51.492777,"On or near Strathnairn Street","W01001831","Cardiff 030A","Criminal damage and arson","No further action at this time",NA
"13413","988de34f5cd57aa14ed41f9249ae9d72755e54ba74284af35c7fd15df1c11fcf","2013-12","South Wales Police","South Wales Police",-3.164844,51.495771,"On or near Pen-Y-Lan Road","W01001831","Cardiff 030A","Criminal damage and arson","No further action at this time",NA
"13441","c6e8620038018dceb8810d46f057e25b7c0e165c14ca5bd62e80fc2bf9074846","2013-12","South Wales Police","South Wales Police",-3.174443,51.49652,"On or near Daviot Street","W01001837","Cardiff 030C","Criminal damage and arson","No further action at this time",NA
"13442","de0020f4c4c0a7c9273e67981a62afb98d078c01f4692b6f98d3edfba1d2408f","2013-12","South Wales Police","South Wales Police",-3.173371,51.492925,"On or near Crwys Place","W01001837","Cardiff 030C","Criminal damage and arson","No further action at this time",NA
"13455","2740f3d83c1b493454018a0d27ec78912154746713671d310d38349064cca8ca","2013-12","South Wales Police","South Wales Police",-3.169441,51.498081,"On or near Werfa Street","W01001838","Cardiff 030D","Criminal damage and arson","Under investigation",NA
"13468","a43b1514be8ee2222bb31e95a5d26a13fc4094c5466dd8d8a584384328e6df49","2013-12","South Wales Police","South Wales Police",-3.170819,51.494515,"On or near Moy Road","W01001839","Cardiff 030E","Criminal damage and arson","No further action at this time",NA
"13478","11611808c59493136de1d0d52be8c812c2e7725c088cb4f60840f253bb5cb3c3","2013-12","South Wales Police","South Wales Police",-3.242102,51.49157,"On or near Laurel Court","W01001750","Cardiff 031A","Criminal damage and arson","Under investigation",NA
"13501","93073dd6fa68b7cccf6f0dc8f609979c729c90eacc0839f05e62276183ea2859","2013-12","South Wales Police","South Wales Police",-3.229452,51.486101,"On or near Ely Road","W01001754","Cardiff 031D","Criminal damage and arson","No further action at this time",NA
"13502","3113a9b80aa7f668191cc34c788c84f068a583f15bd04fb79c8e4ecfc01da241","2013-12","South Wales Police","South Wales Police",-3.235132,51.488442,"On or near Bailey Close","W01001754","Cardiff 031D","Criminal damage and arson","No further action at this time",NA
"13511","47f602f8cb80d812643507004cd1645e8983654253334abf9ddefa6bf9a8d5c1","2013-12","South Wales Police","South Wales Police",-3.185639,51.491084,"On or near Colum Road","W01001721","Cardiff 032A","Criminal damage and arson","No further action at this time",NA
"13519","a94306ca659bbce8abae7920d9f2a3fe75324ba3db05353f187e14eefd346dcc","2013-12","South Wales Police","South Wales Police",-3.177283,51.493246,"On or near Basil Place","W01001724","Cardiff 032C","Criminal damage and arson","No further action at this time",NA
"13543","35c47d2f49978e37e46b0ff6a7f7bf8be228fd642df44ef5916dbbdbc26b765a","2013-12","South Wales Police","South Wales Police",-3.173265,51.48879,"On or near Lowther Road","W01001922","Cardiff 032E","Criminal damage and arson","Under investigation",NA
"13690","ed6ce876c6c407b59cd2a39f9282a90c0ba93ffdeb940dc354e3693d73f9dbc0","2013-12","South Wales Police","South Wales Police",-3.181969,51.48061,"On or near Sports/Recreation Area","W01001939","Cardiff 032F","Criminal damage and arson","No further action at this time",NA
